"facility_id","common_name","address","city","zip_code","block_lot","owned_leased","dept_id_for_jurisdiction","jurisdiction","gross_sq_ft","longitude","latitude","supervisor_district","city_tenants","land_id","geom","data_last_updated","data_as_of","data_loaded_at"
"7","16th ST./FOLSOM SFMTA Operator Bathroom","16th St & Folsom St","San Francisco","94103","3551001","Own","42","Municipal Transportation Agency","75","-122.41511670099999","37.76549220600003","9",,"823","POINT (-122.415116701 37.765492206)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"865","Marina Substation","1575 North Point St","San Francisco","94123","0459033","Own","42","Municipal Transportation Agency","3,736","-122.43287909399999","37.80393334200005","2",,"839","POINT (-122.432879094 37.803933342)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3335","Material Testing Lab - 2025 Newcomb","2025 Newcomb","San Francisco","94124",,"Lease","9","Non-City",,"-122.39808900499997","37.73965321000003","10","Public Works",,"POINT (-122.398089005 37.73965321)","2017/12/18 10:57:33 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1918","Pier 39 1/2 Marginal Wharf","2 Beach St","San Francisco","94133","9900070","Own","46","Port","9,068","-122.41083729899998","37.80879091200006","3",,"370","POINT (-122.410837299 37.808790912)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3472","1275 Fairfax Ave","1275 Fairfax Ave","San Francisco","94124",,"Lease","9","Non-City",,"-122.38303656399995","37.738721733000034","10","Public Defender",,"POINT (-122.383036564 37.738721733)","2019/02/21 06:56:24 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3162","SHARP PARK CLUBHOUSE & REST.","2600 Francisco Blvd","Pacifica","94044","016392120","Own","49","Recreation And Parks",,"-122.48881604099995","37.62493476900005",,,"25","POINT (-122.488816041 37.624934769)","2025/07/09 08:57:38 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"962","Justin Herman Vaillancourt Fountain","2 Market St","San Francisco","94111","0233035","Own","49","Recreation And Parks",,"-122.39528152999998","37.79545531800005","3",,"50","POINT (-122.39528153 37.795455318)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1561","SFUSD -- 200 Middle Point Rd","200 Middle Point Rd","San Francisco","94124","4700008","Own","16","School District (Sfusd)",,"-122.38020409999996","37.734007004000034","10",,"513","POINT (-122.3802041 37.734007004)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3412","TERMINAL 1 - 200","200 UPPER DOMESTIC LOOP","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.38452994099998","37.61500175500004",,,"635","POINT (-122.384529941 37.615001755)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"697","Fire Station #15","1000 Ocean Ave","San Francisco","94112","3180001","Own","38","Fire Department","12,138","-122.45292662899999","37.723488631000066","7",,"588","POINT (-122.452926629 37.723488631)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1006","1399 Marin St","1399 Marin St","San Francisco","94124","4379001","Own","46","Port",,"-122.38981508999996","37.74859954500005","10",,"930","POINT (-122.38981509 37.748599545)","2018/01/18 10:07:26 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3311","Munich St Pump Station","275 Munich St","San Francisco","94112","6024024","Own","47","Public Utilities Commission",,"-122.42639668999999","37.72113511300006","11",,"512","POINT (-122.42639669 37.721135113)","2018/01/18 10:12:53 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3260","750 Brannan St","750 Brannan St","San Francisco","94103",,"Lease","9","Non-City",,"-122.40243990799996","37.77386904000008","6","Public Library",,"POINT (-122.402439908 37.77386904)","2017/12/21 05:14:23 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3381","AIRTRAIN RAC - 779","779 NORTH MCDONNELL ROAD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.40120345799994","37.62819261800007",,,"635","POINT (-122.401203458 37.628192618)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"555","Crocker Amazon Fieldhouse","799 Moscow St","San Francisco","94112","6284A001","Own","49","Recreation And Parks",,"-122.42928147599997","37.71387872400004","11",,"371","POINT (-122.429281476 37.713878724)","2017/03/31 09:59:14 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3048","LRV Station-Civic Center","1150 Market St","San Francisco","94102",,"Own","42","Municipal Transportation Agency","19,404","-122.41475325799996","37.778725294000026","6",,"10,000","POINT (-122.414753258 37.778725294)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1553","SFPD Tactical Headquarters","1740 17th St","San Francisco","94103","3955002","Lease","9","Non-City",,"-122.40126092399998","37.76501750600005","10","Police Department","1,173","POINT (-122.401260924 37.765017506)","2017/12/27 04:27:58 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1968","Pier 70 - Pier 68 - Cable/Electric Shop - Bldg.#38","590 20TH ST","San Francisco","94107","9900070","Own","46","Port","30,546","-122.38595231199997","37.76203009900007","10",,"370","POINT (-122.385952312 37.762030099)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1614","South of Market Cultural Center,SOMArts","934 Brannan St","San Francisco","94103","3781008","Own","35","Arts Commission","17,844","-122.40659421899994","37.771157939000034","6",,"213","POINT (-122.406594219 37.771157939)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"911","Jackson Clubhouse","1645 17th St","San Francisco","94107","3981001","Own","49","Recreation And Parks","5,040","-122.39960726099997","37.76431491900007","10",,"46","POINT (-122.399607261 37.764314919)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1638","Starr King Elementary","1215 Carolina St","San Francisco","94107","4219054","Own","16","School District (Sfusd)","49,900","-122.39921113599996","37.753238520000025","10",,"508","POINT (-122.399211136 37.75323852)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"356","Cabins #106 & #107","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"997","Lakeshore Elementary","220 Middlefield Dr","San Francisco","94132","7298005","Own","16","School District (Sfusd)","56,101","-122.48600857399998","37.730050694000056","4",,"638","POINT (-122.486008574 37.730050694)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3499","Food Co - Future Development","345 Williams Ave","San Francisco","94124","5423A009","Own","103","Mayor",,"-122.39881632499998","37.72982782300005","10",,"1,283","POINT (-122.398816325 37.729827823)","2020/11/17 10:40:00 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1869","Willie Woo Woo Wong Clubhouse","850 Sacramento St","San Francisco","94108","0225018","Own","49","Recreation And Parks","600","-122.40715229099999","37.79367666400003","3",,"128","POINT (-122.407152291 37.793676664)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3315","450 6th St","450 6th St","San Francisco","94103","3759043","Own","63","Gsa - Real Estate Division","5,998","-122.40333281699998","37.77643084500005","6",,"1,221","POINT (-122.403332817 37.776430845)","2017/05/23 06:17:10 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1609","South Deep Well Pump Station","Martin Luther King Jr Dr & Lincoln Way","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.48214119099998","37.76583555800005","4",,"56","POINT (-122.482141191 37.765835558)","2019/02/11 10:30:33 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"473","Chlorination Station","28th Ave & Pacheco St","San Francisco","94116","2107001","Own","47","Public Utilities Commission",,"-122.48564268899997","37.75010469700004","4",,"381","POINT (-122.485642689 37.750104697)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1032","Lower Great Hwy Judah Bathrooms","1401 Great Hwy","San Francisco","94122","GRT  HWY","Own","49","Recreation And Parks","1,560","-122.50956014999997","37.76022757100003","4",,"579","POINT (-122.50956015 37.760227571)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3199","SE CENTRIFUGAL BLDG - 840","1800 Oakdale Ave","San Francisco","94124","5313002","Own","47","Public Utilities Commission",,"-122.39421647499995","37.738321047000056","10",,"792","POINT (-122.394216475 37.738321047)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"333","Cabin #73","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1697","Sutter - Stockton Parking Garage","444 Stockton St","San Francisco","94108","0286017","Own","42","Municipal Transportation Agency","745,000","-122.40643611499996","37.78998905900005","3",,"164","POINT (-122.406436115 37.789989059)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"2022","Pier 90 - Storage Bldg","Cargo Way","San Francisco","94124","4502A002","Own","46","Port","468","-122.37779736899995","37.74383117200006","10",,"783","POINT (-122.377797369 37.743831172)","2018/01/18 10:07:27 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"152","Balboa Substation","682 32nd Ave","San Francisco","94121","1574001","Own","42","Municipal Transportation Agency","1,350","-122.49176242499999","37.77632006500005","1",,"905","POINT (-122.491762425 37.776320065)","2017/05/30 06:39:05 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1351","Wholesale Produce Market - South Bldg 2101","2101 Jerrold Ave","San Francisco","94124","5281020","Own","63","Gsa - Real Estate Division","71,114","-122.39978114299998","37.74383023100006","10",,"165","POINT (-122.399781143 37.743830231)","2017/05/04 04:33:02 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1130","Mission Station","630 Valencia St","San Francisco","94110","3577001","Own","45","Police Department","25,000","-122.42196966499995","37.76268070300006","9",,"556","POINT (-122.421969665 37.762680703)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"802","GGP Maintenance Bldg","970 47th Ave","San Francisco","94121","1263011","Own","49","Recreation And Parks","432","-122.50657858299996","37.76903766200007","1",,"56","POINT (-122.506578583 37.769037662)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"996","Lake Verde Pumphouse-Log Cabin","500 Log Cabin Ranch Rd","La Honda","94020","083300010","Own","21","Juvenile Probation","450","-122.25682464999994","37.305214093000075",,,"921","POINT (-122.25682465 37.305214093)","2025/07/09 08:55:39 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1972","Pier 70 - Pier 68 - Machine Shop - Bldg. #105","590 20TH ST","San Francisco","94107","9900070","Own","46","Port","20,111","-122.38595231199997","37.76203009900007","10",,"370","POINT (-122.385952312 37.762030099)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1671","Strybing Storage Shed 2","1199 09th Ave","San Francisco","94117","1263011","Own","49","Recreation And Parks","130","-122.47252949999995","37.76747760000006","7",,"56","POINT (-122.4725295 37.7674776)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"724","Fire Station #41","1325 Leavenworth St","San Francisco","94109","0216003","Own","38","Fire Department","9,600","-122.41649515599994","37.793376858000045","3",,"334","POINT (-122.416495156 37.793376858)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"111","Alemany Pump Station","801 Felton St","San Francisco","94134","5973002","Own","47","Public Utilities Commission",,"-122.41237547299994","37.727765711000075","9",,"384","POINT (-122.412375473 37.727765711)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"29","21st - Geary Parking Lot","5732 Geary Blvd","San Francisco","94121","1453020","Own","42","Municipal Transportation Agency","6,750","-122.48105316999994","37.78056838800006","1",,"166","POINT (-122.48105317 37.780568388)","2017/06/05 09:23:24 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3240","1036 Mission St Housing","1036 Mission St","San Francisco","94103","3703162","Own","103","Mayor",,"-122.40961640499995","37.78044506700007","6",,"1,217","POINT (-122.409616405 37.780445067)","2016/10/13 03:59:14 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1898","Pier 28 1/2 - Hidive Restaurant","The Embarcadero","San Francisco","94105","9900070","Own","46","Port","1,307","-122.38744459299994","37.78747415600003","6",,"370","POINT (-122.387444593 37.787474156)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1265","Pier 15 - Bulkhead/Shed Building (contains trailer","The Embarcadero","San Francisco","94111","9900070","Own","46","Port","139,467","-122.39661630999996","37.80211021500003","3",,"370","POINT (-122.39661631 37.802110215)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1294","Pier 96 - Exit Canopy","1000 Amador St","San Francisco","94124","4502A002","Own","46","Port","5,950","-122.37779736899995","37.74383117200006","10",,"783","POINT (-122.377797369 37.743831172)","2018/01/18 10:07:25 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3270","Selby Palou Park Annex","1321 Selby St","San Francisco","94124",,"Lease","9","Non-City",,"-122.40041557899997","37.738900167000054","10","Recreation And Parks",,"POINT (-122.400415579 37.738900167)","2017/12/21 09:03:06 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"702","Fire Station #2","1340 Powell St","San Francisco","94133","0160015","Own","38","Fire Department","16,920","-122.40987916099999","37.79703411300005","3",,"337","POINT (-122.409879161 37.797034113)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"296","Cabin #22","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3519","42 OTIS ST - Condo Lots 54-82","42 Otis St","San Francisco","94103","3505066","Own","121","Homelessness And Supportive Housing",,"-122.41955264499995","37.772594097000024","6",,"1,301","POINT (-122.419552645 37.772594097)","2024/10/15 05:54:38 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1942","Pier 49 - Sabella & Latorre (Wharf J-1)","2809 Taylor St","San Francisco","94133","9900070","Own","46","Port","2,840","-122.41656471499999","37.80889916800004","3",,"370","POINT (-122.416564715 37.808899168)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1888","Bessie Smith Nursery & School","95 Gough St","San Francisco","94102","0853020","Own","16","School District (Sfusd)","3,700","-122.42261662399994","37.77376625900007","6",,"420","POINT (-122.422616624 37.773766259)","2017/05/10 08:38:35 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"2013","Pier 80 - Entry Canopy","271 Cesar Chavez St","San Francisco","94124","4304002","Own","46","Port","11,040","-122.38139561499997","37.748940176000076","10",,"409","POINT (-122.381395615 37.748940176)","2018/01/18 10:07:24 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1010","Leonard R Flynn Elementary","3125 Cesar Chavez St","San Francisco","94110","5503001","Own","16","School District (Sfusd)","52,700","-122.41196533199997","37.74773759200008","9",,"523","POINT (-122.411965332 37.747737592)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3006","Lincoln Park Golf Cart Bldg","300 34th Ave","San Francisco","94121","1313028","Own","49","Recreation And Parks","1,920","-122.49832261499995","37.784258410000064","1",,"93","POINT (-122.498322615 37.78425841)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3379","RAC - 780","780 NORTH MCDONNELL ROAD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.40032425299995","37.628229917000056",,,"635","POINT (-122.400324253 37.628229917)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3053","DORMITORY- LOG CABIN","500 Log Cabin Ranch Rd","La Honda","94020","083300010","Own","21","Juvenile Probation",,"-122.25645900699999","37.30479052600003",,,"921","POINT (-122.256459007 37.304790526)","2025/07/09 08:55:39 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"965","Public Defender - Juvenile Justice Center","258 Laguna Honda Blvd #A","San Francisco","94116",,"Lease","9","Non-City",,"-122.46069326199995","37.74943450300003","7","Public Defender",,"POINT (-122.460693262 37.749434503)","2026/02/27 12:00:01 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3289","Washington HS SFMTA Operator Restrooms","32nd Ave & Geary Blvd","San Francisco","94121","1574001","Own","42","Municipal Transportation Agency","190","-122.49166147599999","37.77956823300008","1",,"888","POINT (-122.491661476 37.779568233)","2026/02/27 12:13:14 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1727","SWL 318 Roundhouse Two","10 Lombard St","San Francisco","94111",,"Own","46","Port","27,340","-122.40293924599996","37.80423467900005","3",,"690","POINT (-122.402939246 37.804234679)","2018/01/18 10:07:25 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3386","GSE PLOT 41 - 1055","1055 NORTH ACCESS RD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.38243799899999","37.62904619400007",,,"635","POINT (-122.382437999 37.629046194)","2026/02/26 11:18:38 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
